Purchase_Year,Original_Price,Furniture_Type,Material,Quality,Color,Condition_Years,Target_Year,Predicted_Price
2016,"₹26,793",Sofa,Engineered Wood,High,Cream,9,2025,"₹10,380"
2021,"₹14,693",Dresser,Teak Wood,Low,Cream,4,2025,"₹3,527"
2019,"₹38,943",TV Unit,Plywood,High,Beige,6,2025,"₹20,695"
2023,"₹32,112",Chair,Plywood,Low,Cream,2,2025,"₹15,734"
2015,"₹8,857",TV Unit,MDF,High,Walnut,10,2025,"₹3,088"
2023,"₹35,896",Chair,Steel,High,Walnut,2,2025,"₹29,075"
2018,"₹38,464",Dining Table,Engineered Wood,Medium,Red,7,2025,"₹8,066"
2024,"₹6,464",Dresser,Wood,Low,Teak,1,2025,"₹4,524"
2019,"₹19,720",Dresser,Teak Wood,High,Grey,6,2025,"₹10,480"
2016,"₹19,555",Cabinet,Teak Wood,Medium,Cream,9,2025,"₹2,624"
2020,"₹8,295",Chair,Engineered Wood,High,Blue,5,2025,"₹4,898"
2017,"₹16,565",Dining Table,Teak Wood,High,Red,8,2025,"₹7,130"
2021,"₹48,092",Dresser,Teak Wood,Medium,White,4,2025,"₹19,698"
2017,"₹41,081",Wardrobe,Plywood,Low,Black,8,2025,"₹2,368"
2021,"₹48,570",Bed,Wood,Medium,Grey,4,2025,"₹19,894"
2015,"₹13,582",Bed,Plywood,Low,Grey,10,2025,"₹1,000"
2019,"₹12,906",Bed,Teak Wood,Low,White,6,2025,"₹1,518"
2024,"₹13,014",Bed,Engineered Wood,Low,Grey,1,2025,"₹9,109"
2019,"₹42,525",TV Unit,Engineered Wood,High,Teak,6,2025,"₹22,599"
2019,"₹13,661",TV Unit,Engineered Wood,Low,Black,6,2025,"₹1,607"
2018,"₹30,811",Dining Table,Engineered Wood,Low,Black,7,2025,"₹2,537"
2017,"₹35,280",Bed,Teak Wood,Medium,Black,8,2025,"₹5,919"
2018,"₹45,941",Chair,Plastic,High,Grey,7,2025,"₹21,973"
2024,"₹43,757",Bookshelf,Engineered Wood,High,Grey,1,2025,"₹39,381"
2024,"₹17,098",Bed,Teak Wood,High,Black,1,2025,"₹15,388"
2017,"₹39,167",Dresser,Steel,High,Cream,8,2025,"₹16,860"
2019,"₹41,599",Wardrobe,MDF,Medium,Walnut,6,2025,"₹10,904"
2015,"₹34,178",Chair,Steel,Medium,Cream,10,2025,"₹3,669"
2020,"₹21,249",Sofa,Teak Wood,Low,Teak,5,2025,"₹3,571"
2024,"₹42,900",Wardrobe,Teak Wood,High,Cream,1,2025,"₹38,610"
2017,"₹21,840",Dresser,Steel,High,Cream,8,2025,"₹9,401"
2024,"₹38,051",Dining Table,Engineered Wood,High,Beige,1,2025,"₹34,245"
2015,"₹38,971",Dining Table,Teak Wood,High,Blue,10,2025,"₹13,588"
2023,"₹34,422",Table,Steel,High,Brown,2,2025,"₹27,881"
2023,"₹21,298",Wardrobe,Teak Wood,High,Teak,2,2025,"₹17,251"
2021,"₹41,720",Dining Table,Engineered Wood,High,Brown,4,2025,"₹27,372"
2016,"₹23,454",Table,MDF,Low,Teak,9,2025,"₹1,000"
2015,"₹8,708",Chair,MDF,Medium,Cream,10,2025,"₹1,000"
2019,"₹43,329",Table,Steel,High,Cream,6,2025,"₹23,026"
2019,"₹41,300",Chair,Teak Wood,Medium,White,6,2025,"₹10,826"
2016,"₹20,103",Bookshelf,Plywood,High,Cream,9,2025,"₹7,788"
2021,"₹26,457",Dining Table,Wood,Low,Walnut,4,2025,"₹6,352"
2018,"₹27,077",Wardrobe,Plywood,High,Black,7,2025,"₹12,950"
2020,"₹35,395",Bookshelf,Wood,High,Grey,5,2025,"₹20,900"
2021,"₹48,629",Dining Table,Steel,Medium,Cream,4,2025,"₹19,918"
2015,"₹9,074",TV Unit,Wood,Medium,Teak,10,2025,"₹1,000"
2016,"₹3,798",Cabinet,MDF,Medium,Cream,9,2025,"₹1,000"
2020,"₹6,224",Table,Teak Wood,High,Teak,5,2025,"₹3,675"
2019,"₹27,297",Bookshelf,Plastic,Medium,Cream,6,2025,"₹7,155"
2024,"₹15,090",Cabinet,Wood,Medium,Red,1,2025,"₹12,072"
2023,"₹31,356",Wardrobe,Plastic,Low,White,2,2025,"₹15,364"
2017,"₹34,825",Sofa,Wood,Low,Black,8,2025,"₹2,007"
2021,"₹30,304",Bed,Teak Wood,Low,Teak,4,2025,"₹7,275"
2019,"₹22,348",Sofa,Plywood,High,Beige,6,2025,"₹11,876"
2021,"₹21,123",Dresser,Steel,High,Blue,4,2025,"₹13,858"
2024,"₹39,823",Wardrobe,Wood,High,Teak,1,2025,"₹35,840"
2016,"₹44,108",Chair,Teak Wood,High,Red,9,2025,"₹17,088"
2020,"₹36,436",Table,MDF,Medium,Brown,5,2025,"₹11,939"
2024,"₹21,823",Dining Table,MDF,Medium,Brown,1,2025,"₹17,458"
2015,"₹41,341",Dresser,Wood,Low,Teak,10,2025,"₹1,167"
2018,"₹8,199",Table,Plywood,Low,Blue,7,2025,"₹1,000"
2017,"₹47,428",Cabinet,Engineered Wood,High,Cream,8,2025,"₹20,416"
2024,"₹33,201",Table,Plastic,Low,Teak,1,2025,"₹23,240"
2015,"₹3,540",TV Unit,Engineered Wood,High,Beige,10,2025,"₹1,234"
2022,"₹14,607",Wardrobe,Steel,Medium,Grey,3,2025,"₹7,478"
2022,"₹41,342",Table,Teak Wood,Low,Beige,3,2025,"₹14,180"
2018,"₹36,619",Wardrobe,Plywood,Low,Black,7,2025,"₹3,015"
2021,"₹10,199",Wardrobe,Engineered Wood,High,Grey,4,2025,"₹6,691"
2020,"₹7,283",Sofa,Engineered Wood,High,Beige,5,2025,"₹4,300"
2019,"₹44,339",Cabinet,Steel,High,Red,6,2025,"₹23,563"
2017,"₹45,023",Chair,Steel,Low,Beige,8,2025,"₹2,595"
2020,"₹28,807",Bed,Plywood,High,Cream,5,2025,"₹17,010"
2015,"₹45,695",Dining Table,Wood,High,Brown,10,2025,"₹15,932"
2020,"₹26,097",Dining Table,Wood,High,Walnut,5,2025,"₹15,410"
2015,"₹13,537",Cabinet,Engineered Wood,High,White,10,2025,"₹4,720"
2023,"₹12,939",Sofa,Plastic,High,Cream,2,2025,"₹10,480"
2015,"₹42,162",Bed,Steel,Medium,Red,10,2025,"₹4,527"
2015,"₹11,513",Cabinet,Plastic,Low,Red,10,2025,"₹1,000"
2016,"₹43,019",Bed,Plastic,High,Beige,9,2025,"₹16,666"
2020,"₹40,171",Dresser,Plastic,Medium,Black,5,2025,"₹13,163"
2021,"₹22,193",Dresser,MDF,Low,White,4,2025,"₹5,328"
2021,"₹5,254",Sofa,Teak Wood,High,Blue,4,2025,"₹3,447"
2016,"₹48,738",Bed,Engineered Wood,High,Teak,9,2025,"₹18,882"
2020,"₹4,743",Dresser,Plywood,High,Black,5,2025,"₹2,800"
2016,"₹37,272",Cabinet,MDF,Medium,Black,9,2025,"₹5,002"
2015,"₹4,974",Dining Table,Teak Wood,High,Beige,10,2025,"₹1,734"
2024,"₹41,266",TV Unit,MDF,Low,Beige,1,2025,"₹28,886"
2019,"₹21,030",Sofa,Steel,Low,Walnut,6,2025,"₹2,474"
2020,"₹33,646",Dining Table,Plywood,High,Brown,5,2025,"₹19,867"
2024,"₹26,867",Bookshelf,Teak Wood,Low,Beige,1,2025,"₹18,806"
2020,"₹22,150",Wardrobe,Plywood,Medium,Teak,5,2025,"₹7,258"
2015,"₹42,524",Bed,Plywood,Low,Cream,10,2025,"₹1,201"
2015,"₹9,755",Dining Table,Teak Wood,Medium,Brown,10,2025,"₹1,047"
2018,"₹17,153",Sofa,Teak Wood,High,Blue,7,2025,"₹8,204"
2022,"₹45,066",Wardrobe,Engineered Wood,High,Blue,3,2025,"₹32,853"
2017,"₹11,861",Bookshelf,Plastic,High,White,8,2025,"₹5,105"
2016,"₹19,054",Bookshelf,Teak Wood,High,Teak,9,2025,"₹7,381"
2015,"₹3,386",Dresser,Engineered Wood,Low,Black,10,2025,"₹1,000"
2022,"₹15,968",Wardrobe,MDF,Medium,Red,3,2025,"₹8,175"
2022,"₹35,663",Bookshelf,Engineered Wood,High,Grey,3,2025,"₹25,998"
2020,"₹7,541",Cabinet,Steel,Medium,Beige,5,2025,"₹2,471"
2020,"₹7,470",Bookshelf,Plywood,Medium,Brown,5,2025,"₹2,447"
2016,"₹12,413",Table,Plastic,Low,Red,9,2025,"₹1,000"
2022,"₹18,332",Sofa,Plywood,High,Brown,3,2025,"₹13,364"
2019,"₹14,829",Dresser,Plastic,High,White,6,2025,"₹7,880"
2022,"₹16,830",Bookshelf,Plywood,Medium,Blue,3,2025,"₹8,616"
2015,"₹21,818",Sofa,Wood,Medium,Teak,10,2025,"₹2,342"
2019,"₹22,307",Dresser,Plywood,High,Black,6,2025,"₹11,854"
2016,"₹26,345",Chair,Plastic,High,Beige,9,2025,"₹10,206"
2021,"₹14,743",Sofa,MDF,Low,Black,4,2025,"₹3,539"
2017,"₹10,793",Table,Wood,Low,Blue,8,2025,"₹1,000"
2016,"₹48,584",Chair,Engineered Wood,High,Cream,9,2025,"₹18,822"
2018,"₹23,009",Wardrobe,MDF,Medium,Black,7,2025,"₹4,825"
2023,"₹27,546",TV Unit,Plastic,Medium,Teak,2,2025,"₹17,629"
2017,"₹47,942",Cabinet,Teak Wood,Medium,Beige,8,2025,"₹8,043"
2020,"₹46,870",Wardrobe,Plastic,Medium,Red,5,2025,"₹15,358"
2023,"₹39,417",TV Unit,MDF,Low,Teak,2,2025,"₹19,314"
2019,"₹15,973",Cabinet,MDF,Medium,Walnut,6,2025,"₹4,187"
2020,"₹12,755",Wardrobe,Plastic,Low,Blue,5,2025,"₹2,143"
2016,"₹45,032",Bed,MDF,Medium,Red,9,2025,"₹6,044"
2016,"₹48,872",TV Unit,MDF,High,Walnut,9,2025,"₹18,934"
2021,"₹28,516",Sofa,MDF,Low,Grey,4,2025,"₹6,846"
2020,"₹8,732",Chair,Wood,High,Red,5,2025,"₹5,156"
2015,"₹15,898",Sofa,Plywood,High,White,10,2025,"₹5,543"
2017,"₹44,440",Sofa,Plastic,Low,Cream,8,2025,"₹2,561"
2017,"₹17,128",Bed,Teak Wood,Medium,Grey,8,2025,"₹2,873"
2021,"₹19,563",Bed,MDF,Low,Walnut,4,2025,"₹4,697"
2015,"₹39,409",Bookshelf,Wood,Medium,Cream,10,2025,"₹4,231"
2022,"₹4,351",TV Unit,MDF,High,Red,3,2025,"₹3,171"
2021,"₹46,536",Bed,Wood,Low,Cream,4,2025,"₹11,173"
2017,"₹9,274",Dining Table,Wood,Medium,Red,8,2025,"₹1,555"
2022,"₹20,195",Bed,Steel,High,Blue,3,2025,"₹14,722"
2023,"₹25,245",Table,Plastic,High,Cream,2,2025,"₹20,448"
2017,"₹6,996",Chair,Plastic,High,Blue,8,2025,"₹3,011"
2019,"₹20,300",Wardrobe,Plastic,Low,White,6,2025,"₹2,388"
2019,"₹11,425",TV Unit,Teak Wood,Medium,Beige,6,2025,"₹2,994"
2021,"₹12,882",Bed,Steel,High,Cream,4,2025,"₹8,451"
2016,"₹32,779",Dining Table,Plastic,High,Beige,9,2025,"₹12,699"
2024,"₹11,616",Table,Wood,High,Beige,1,2025,"₹10,454"
2023,"₹41,146",Chair,MDF,Medium,Black,2,2025,"₹26,333"
2024,"₹3,674",TV Unit,Wood,Low,White,1,2025,"₹2,571"
2018,"₹36,173",Cabinet,Steel,Low,Red,7,2025,"₹2,979"
2019,"₹16,698",Bed,Teak Wood,Low,Blue,6,2025,"₹1,964"
2021,"₹49,730",Dresser,Wood,Low,Beige,4,2025,"₹11,940"
2016,"₹31,116",Dresser,Steel,High,Brown,9,2025,"₹12,054"
2018,"₹26,012",Dining Table,Engineered Wood,High,Grey,7,2025,"₹12,441"
2018,"₹15,032",Bed,MDF,Low,Blue,7,2025,"₹1,237"
2023,"₹13,717",Chair,Plywood,Low,Grey,2,2025,"₹6,721"
2024,"₹41,311",Sofa,Engineered Wood,High,White,1,2025,"₹37,179"
2015,"₹43,600",Bed,Plastic,Medium,White,10,2025,"₹4,681"
2015,"₹49,436",Sofa,Teak Wood,Low,Grey,10,2025,"₹1,396"
2016,"₹49,730",Wardrobe,Teak Wood,Low,White,9,2025,"₹2,006"
2019,"₹9,528",Wardrobe,MDF,Medium,Blue,6,2025,"₹2,497"
2016,"₹37,659",Bed,Steel,Medium,Walnut,9,2025,"₹5,054"
2021,"₹6,949",Bed,Wood,Low,Red,4,2025,"₹1,668"
2021,"₹31,712",Dresser,Wood,Low,Beige,4,2025,"₹7,614"
2024,"₹30,792",Bed,Engineered Wood,High,Red,1,2025,"₹27,712"
2022,"₹15,892",Bed,Wood,Medium,Black,3,2025,"₹8,136"
2016,"₹14,662",Cabinet,Plastic,Low,Brown,9,2025,"₹1,000"
2021,"₹28,416",Wardrobe,Plywood,High,Black,4,2025,"₹18,643"
2020,"₹6,497",Dining Table,Plastic,High,White,5,2025,"₹3,836"
2018,"₹39,224",Table,Steel,Medium,White,7,2025,"₹8,225"
2024,"₹42,553",Dresser,Teak Wood,High,Grey,1,2025,"₹38,297"
2016,"₹46,514",Dresser,MDF,High,Beige,9,2025,"₹18,020"
2020,"₹10,896",Dresser,Plastic,Medium,Grey,5,2025,"₹3,570"
2015,"₹27,096",Dresser,Engineered Wood,Medium,Black,10,2025,"₹2,909"
2023,"₹49,470",Cabinet,Plywood,Low,Teak,2,2025,"₹24,240"
2019,"₹43,149",Bed,Wood,High,Blue,6,2025,"₹22,931"
2019,"₹15,179",Table,Teak Wood,Low,Brown,6,2025,"₹1,785"
2018,"₹14,863",Sofa,Plywood,Medium,Blue,7,2025,"₹3,116"
2020,"₹6,137",Dining Table,Steel,High,Beige,5,2025,"₹3,623"
2017,"₹12,824",Dining Table,Engineered Wood,Low,Brown,8,2025,"₹1,000"
2019,"₹31,156",Table,Teak Wood,Medium,Blue,6,2025,"₹8,167"
2023,"₹38,379",Bookshelf,Engineered Wood,Medium,Blue,2,2025,"₹24,562"
2023,"₹3,069",Bookshelf,Teak Wood,Medium,Cream,2,2025,"₹1,964"
2017,"₹7,436",Sofa,Plastic,Low,Grey,8,2025,"₹1,000"
2020,"₹15,495",Dresser,Engineered Wood,High,Red,5,2025,"₹9,149"
2019,"₹19,243",TV Unit,Teak Wood,Low,Walnut,6,2025,"₹2,263"
2017,"₹19,221",Bed,Plastic,Low,Grey,8,2025,"₹1,108"
2016,"₹22,186",Bed,Engineered Wood,Low,Red,9,2025,"₹1,000"
2024,"₹30,833",Sofa,Steel,Medium,White,1,2025,"₹24,666"
2021,"₹17,341",Bed,Plastic,Medium,Black,4,2025,"₹7,102"
2021,"₹26,240",Dining Table,Steel,Low,Black,4,2025,"₹6,300"
2016,"₹49,539",Chair,Engineered Wood,Low,White,9,2025,"₹1,999"
2020,"₹40,456",Dresser,Plastic,Low,Grey,5,2025,"₹6,799"
2017,"₹45,660",Bed,Plastic,Low,Beige,8,2025,"₹2,632"
2018,"₹11,342",Cabinet,MDF,Low,Beige,7,2025,"₹1,000"
2023,"₹46,010",Sofa,Wood,High,Walnut,2,2025,"₹37,268"
2016,"₹45,776",Sofa,Plywood,Medium,Teak,9,2025,"₹6,143"
2020,"₹31,823",Dining Table,Teak Wood,High,Beige,5,2025,"₹18,791"
2020,"₹24,467",Bed,Plywood,High,Cream,5,2025,"₹14,447"
2022,"₹49,435",Dresser,Teak Wood,Low,White,3,2025,"₹16,956"
2024,"₹43,753",Table,Teak Wood,Low,Red,1,2025,"₹30,627"
2017,"₹12,841",Sofa,Plastic,Medium,Brown,8,2025,"₹2,154"
2020,"₹23,687",Sofa,Plywood,Low,Grey,5,2025,"₹3,981"
2024,"₹31,142",Dining Table,Steel,High,Black,1,2025,"₹28,027"
2023,"₹5,662",Table,MDF,High,Beige,2,2025,"₹4,586"
2024,"₹36,554",Cabinet,Teak Wood,Medium,Grey,1,2025,"₹29,243"
2019,"₹34,351",TV Unit,Plywood,High,Brown,6,2025,"₹18,255"
2016,"₹19,104",Bookshelf,Teak Wood,Low,Brown,9,2025,"₹1,000"
2022,"₹7,847",Bookshelf,Wood,Medium,Beige,3,2025,"₹4,017"
2020,"₹8,117",Dining Table,Wood,High,Blue,5,2025,"₹4,793"
2015,"₹31,861",Table,Teak Wood,Medium,White,10,2025,"₹3,421"
2016,"₹30,218",Dining Table,Wood,Low,Brown,9,2025,"₹1,219"
2018,"₹36,872",Dresser,Wood,Low,Grey,7,2025,"₹3,036"
2020,"₹38,217",Table,Wood,Medium,White,5,2025,"₹12,522"
2019,"₹44,007",Table,Steel,Low,Grey,6,2025,"₹5,177"
2019,"₹11,095",Sofa,Plastic,High,Beige,6,2025,"₹5,896"
2019,"₹16,165",Dining Table,Steel,Low,Red,6,2025,"₹1,901"
2015,"₹8,160",Wardrobe,MDF,Low,Teak,10,2025,"₹1,000"
2019,"₹26,959",Chair,Teak Wood,High,Black,6,2025,"₹14,327"
2017,"₹32,338",Chair,Plastic,Low,Blue,8,2025,"₹1,864"
2016,"₹36,776",Sofa,Wood,High,Brown,9,2025,"₹14,247"
2019,"₹9,550",Sofa,MDF,High,Black,6,2025,"₹5,075"
2023,"₹12,661",Chair,Engineered Wood,Low,Red,2,2025,"₹6,203"
2020,"₹49,053",Chair,Teak Wood,Low,Black,5,2025,"₹8,244"
2021,"₹33,596",Bookshelf,Plastic,Medium,Cream,4,2025,"₹13,760"
2022,"₹28,910",Bookshelf,MDF,High,Cream,3,2025,"₹21,075"
2019,"₹22,066",Chair,Wood,Low,Grey,6,2025,"₹2,596"
2017,"₹5,706",Sofa,Teak Wood,High,White,8,2025,"₹2,456"
2020,"₹16,617",Wardrobe,Engineered Wood,High,Blue,5,2025,"₹9,812"
2018,"₹14,937",Sofa,Wood,High,Grey,7,2025,"₹7,144"
2016,"₹12,300",Cabinet,Plastic,High,Black,9,2025,"₹4,765"
2018,"₹7,357",Cabinet,Plywood,High,Teak,7,2025,"₹3,518"
2017,"₹22,849",Dining Table,MDF,Low,Teak,8,2025,"₹1,317"
2020,"₹47,140",TV Unit,Steel,Medium,Walnut,5,2025,"₹15,446"
2023,"₹39,739",TV Unit,Plastic,High,White,2,2025,"₹32,188"
2015,"₹15,258",Sofa,MDF,High,Black,10,2025,"₹5,320"
2022,"₹44,375",Cabinet,Engineered Wood,High,Teak,3,2025,"₹32,349"
2016,"₹47,159",Bookshelf,MDF,Low,Red,9,2025,"₹1,903"
2023,"₹13,824",Table,Plywood,Medium,Beige,2,2025,"₹8,847"
2024,"₹19,547",Bed,Teak Wood,Low,Blue,1,2025,"₹13,682"
2015,"₹35,743",TV Unit,Engineered Wood,High,Black,10,2025,"₹12,462"
2020,"₹3,192",Dresser,Plastic,Medium,Beige,5,2025,"₹1,045"
2023,"₹24,794",Wardrobe,Plastic,High,Cream,2,2025,"₹20,083"
2019,"₹6,894",Dining Table,MDF,High,Beige,6,2025,"₹3,663"
2021,"₹6,737",TV Unit,Plywood,Low,Teak,4,2025,"₹1,617"
2019,"₹40,001",Dining Table,MDF,High,White,6,2025,"₹21,258"
2022,"₹49,458",Cabinet,Steel,Low,Blue,3,2025,"₹16,964"
2019,"₹27,058",Wardrobe,Teak Wood,Low,Red,6,2025,"₹3,183"
2020,"₹44,872",Table,Wood,High,Brown,5,2025,"₹26,496"
2016,"₹33,121",Bed,Engineered Wood,Medium,Red,9,2025,"₹4,445"
2018,"₹12,969",Cabinet,Plywood,High,Beige,7,2025,"₹6,203"
2015,"₹6,604",Dining Table,Plywood,Low,Black,10,2025,"₹1,000"
2022,"₹20,480",Table,Plywood,Low,White,3,2025,"₹7,024"
2016,"₹23,208",Wardrobe,Plastic,Medium,Blue,9,2025,"₹3,114"
2024,"₹47,532",Bookshelf,Plastic,Medium,Brown,1,2025,"₹38,025"
2017,"₹14,429",Chair,MDF,Medium,Teak,8,2025,"₹2,420"
2016,"₹4,642",Sofa,Teak Wood,Medium,Black,9,2025,"₹1,000"
2024,"₹47,416",Bed,MDF,Low,Red,1,2025,"₹33,191"
2019,"₹18,264",Wardrobe,Wood,High,Cream,6,2025,"₹9,706"
2015,"₹12,348",Chair,Wood,High,Grey,10,2025,"₹4,305"
2019,"₹15,664",Dresser,Plywood,High,Teak,6,2025,"₹8,324"
2018,"₹49,078",Bed,Plastic,Low,Walnut,7,2025,"₹4,041"
2019,"₹28,915",Wardrobe,Plywood,Low,Beige,6,2025,"₹3,401"
2015,"₹17,381",Table,Engineered Wood,Medium,Black,10,2025,"₹1,866"
2015,"₹47,876",Dining Table,Steel,Medium,Brown,10,2025,"₹5,140"
2020,"₹32,384",Chair,Plywood,Low,Cream,5,2025,"₹5,442"
2021,"₹22,949",TV Unit,Teak Wood,High,Teak,4,2025,"₹15,056"
2016,"₹8,038",Table,Teak Wood,Medium,Black,9,2025,"₹1,078"
2024,"₹46,919",Bed,Steel,Medium,Blue,1,2025,"₹37,535"
2020,"₹43,480",Sofa,Plastic,Low,Cream,5,2025,"₹7,307"
2019,"₹30,257",Table,Engineered Wood,Low,Teak,6,2025,"₹3,559"
2019,"₹10,459",Table,Plastic,Low,Black,6,2025,"₹1,230"
2023,"₹15,217",Chair,Steel,High,Cream,2,2025,"₹12,325"
2016,"₹42,080",Chair,Engineered Wood,Low,Teak,9,2025,"₹1,698"
2021,"₹26,445",Dining Table,Wood,High,Red,4,2025,"₹17,350"
2016,"₹32,460",Dresser,MDF,High,Teak,9,2025,"₹12,575"
2019,"₹44,625",Sofa,Teak Wood,Medium,Brown,6,2025,"₹11,698"
2024,"₹13,253",Table,Engineered Wood,Medium,Red,1,2025,"₹10,602"
2021,"₹46,692",Sofa,MDF,Low,Teak,4,2025,"₹11,210"
2022,"₹11,679",Table,MDF,Low,Cream,3,2025,"₹4,005"
2016,"₹39,576",Wardrobe,Steel,Medium,White,9,2025,"₹5,311"
2021,"₹4,919",Dresser,Engineered Wood,High,Black,4,2025,"₹3,227"
2021,"₹28,759",TV Unit,Plastic,Medium,Brown,4,2025,"₹11,779"
2015,"₹19,767",Cabinet,MDF,Medium,White,10,2025,"₹2,122"
2015,"₹47,003",Dresser,Steel,Medium,Red,10,2025,"₹5,046"
2024,"₹34,616",Bed,Wood,High,Brown,1,2025,"₹31,154"
2018,"₹24,168",Chair,Steel,High,Blue,7,2025,"₹11,559"
2020,"₹21,900",Wardrobe,MDF,Low,Blue,5,2025,"₹3,680"
2018,"₹21,810",Wardrobe,Teak Wood,Medium,Black,7,2025,"₹4,573"
2020,"₹17,413",Sofa,Engineered Wood,Low,Teak,5,2025,"₹2,926"
2022,"₹24,820",Bed,Plastic,Low,Teak,3,2025,"₹8,513"
2015,"₹4,276",Wardrobe,Steel,Medium,Teak,10,2025,"₹1,000"
2020,"₹14,066",Bookshelf,MDF,Medium,Cream,5,2025,"₹4,609"
2015,"₹32,123",Wardrobe,Plywood,Low,Black,10,2025,"₹1,000"
2024,"₹49,456",Cabinet,Teak Wood,High,Cream,1,2025,"₹44,510"
2024,"₹16,621",Chair,Wood,Medium,Teak,1,2025,"₹13,296"
2023,"₹48,641",Table,Engineered Wood,Low,Beige,2,2025,"₹23,834"
2016,"₹10,872",Dresser,Steel,Medium,Blue,9,2025,"₹1,459"
2019,"₹7,662",Chair,Engineered Wood,Low,Grey,6,2025,"₹1,000"
2019,"₹8,890",Dresser,Teak Wood,Low,Walnut,6,2025,"₹1,045"
2019,"₹13,102",Dresser,Teak Wood,Medium,Beige,6,2025,"₹3,434"
2022,"₹45,951",Dining Table,Steel,High,Grey,3,2025,"₹33,498"
2018,"₹49,056",Dresser,Teak Wood,Low,Blue,7,2025,"₹4,039"
2023,"₹15,982",Bed,Plywood,Medium,Walnut,2,2025,"₹10,228"
2022,"₹22,381",Table,Plastic,Low,Grey,3,2025,"₹7,676"
2017,"₹8,116",Table,Plywood,Medium,Cream,8,2025,"₹1,361"
2016,"₹6,667",Table,Wood,High,Teak,9,2025,"₹2,582"
2018,"₹44,626",Sofa,Steel,Medium,Walnut,7,2025,"₹9,358"
2024,"₹32,591",Bed,Steel,Low,Red,1,2025,"₹22,813"
2015,"₹11,075",Cabinet,Plastic,Medium,Red,10,2025,"₹1,189"
2015,"₹44,271",Bed,Teak Wood,High,Teak,10,2025,"₹15,436"
2018,"₹8,409",Bed,Plastic,High,Blue,7,2025,"₹4,021"
2015,"₹22,931",Dining Table,Engineered Wood,Medium,Black,10,2025,"₹2,462"
2021,"₹46,180",Chair,Plastic,High,White,4,2025,"₹30,298"
2018,"₹13,708",Table,Wood,Low,Cream,7,2025,"₹1,128"
2023,"₹28,730",Dresser,Plastic,Low,Beige,2,2025,"₹14,077"
2015,"₹19,605",Dresser,Teak Wood,High,Cream,10,2025,"₹6,835"
2024,"₹43,944",TV Unit,Engineered Wood,Low,Cream,1,2025,"₹30,760"
2017,"₹19,858",Dresser,MDF,Medium,Cream,8,2025,"₹3,331"
2024,"₹17,292",Table,Engineered Wood,High,Cream,1,2025,"₹15,562"
2015,"₹3,534",Sofa,Steel,Medium,Beige,10,2025,"₹1,000"
2019,"₹23,398",Bed,Plastic,Low,Blue,6,2025,"₹2,752"
2019,"₹6,379",Chair,Steel,Low,Teak,6,2025,"₹1,000"
2023,"₹17,683",Bed,Steel,High,White,2,2025,"₹14,323"
2016,"₹14,747",Chair,Engineered Wood,High,Walnut,9,2025,"₹5,713"
2022,"₹40,534",Cabinet,Steel,High,Brown,3,2025,"₹29,549"
2024,"₹5,100",Dining Table,Wood,Medium,Cream,1,2025,"₹4,080"
2023,"₹35,014",Table,Plywood,Medium,Blue,2,2025,"₹22,408"
2019,"₹38,700",Dresser,Plastic,Medium,Red,6,2025,"₹10,144"
2019,"₹6,272",TV Unit,Plastic,High,Grey,6,2025,"₹3,333"
2019,"₹30,163",Sofa,Teak Wood,Low,White,6,2025,"₹3,548"
2021,"₹29,377",Bed,Engineered Wood,Medium,Red,4,2025,"₹12,032"
2019,"₹10,727",Bookshelf,Plywood,Medium,Brown,6,2025,"₹2,812"
2018,"₹36,187",Chair,Teak Wood,High,Teak,7,2025,"₹17,308"
2018,"₹38,202",Dining Table,Teak Wood,High,Grey,7,2025,"₹18,271"
2015,"₹3,056",TV Unit,Plywood,High,Blue,10,2025,"₹1,065"
2021,"₹32,977",Dining Table,MDF,Low,Cream,4,2025,"₹7,917"
2023,"₹38,111",Cabinet,Plastic,High,Brown,2,2025,"₹30,869"
2023,"₹21,712",Wardrobe,Plastic,High,Red,2,2025,"₹17,586"
2024,"₹34,607",Cabinet,Plastic,High,White,1,2025,"₹31,146"
2024,"₹9,375",Dresser,Teak Wood,Low,Cream,1,2025,"₹6,562"
2022,"₹20,057",Dining Table,Engineered Wood,Medium,Black,3,2025,"₹10,269"
2024,"₹28,199",Chair,MDF,High,Black,1,2025,"₹25,379"
2021,"₹11,779",Table,MDF,Medium,Red,4,2025,"₹4,824"
2020,"₹38,056",Bookshelf,Engineered Wood,High,Beige,5,2025,"₹22,471"
2021,"₹28,176",TV Unit,Engineered Wood,High,Red,4,2025,"₹18,486"
2022,"₹19,810",Sofa,Plywood,Medium,Blue,3,2025,"₹10,142"
2015,"₹29,184",Cabinet,MDF,Medium,Grey,10,2025,"₹3,133"
2022,"₹29,475",Chair,Wood,Medium,Black,3,2025,"₹15,091"
2021,"₹22,909",TV Unit,Wood,High,Teak,4,2025,"₹15,030"
2015,"₹5,282",Chair,Steel,Low,White,10,2025,"₹1,000"
2019,"₹41,321",Sofa,Plywood,High,Blue,6,2025,"₹21,959"
2022,"₹44,721",Bed,Wood,High,Brown,3,2025,"₹32,601"
2017,"₹39,432",Dining Table,Plastic,Low,Blue,8,2025,"₹2,273"
2023,"₹48,622",Sofa,Teak Wood,Medium,Black,2,2025,"₹31,118"
2021,"₹31,287",Dresser,Plywood,High,Beige,4,2025,"₹20,527"
